reason_code,reason,citizenship_code,citizenship_country,duration_code,duration,reporting_country_code,reporting_country,year,value,is_aggregate_reporting_geo,is_total_reason
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2010,13972,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2011,6766,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2012,6985,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2013,7474,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2014,9194,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2015,8975,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2016,8803,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2017,10736,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2018,11071,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2019,11720,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2020,6834,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2021,10705,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2022,10928,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2023,11611,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,SE,Sweden,2024,13249,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2008,222711,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2009,268506,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2010,271273,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2011,246992,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2012,198780,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2013,183197,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2014,177234,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2015,229097,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2016,170943,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2017,179633,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,UK,United Kingdom,2018,190346,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2008,9,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2009,6,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2010,8,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2011,3,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2012,12,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2013,13,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2014,13,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2015,15,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2016,26,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2017,31,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2018,29,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2019,46,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2020,29,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2021,50,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2022,98,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2023,91,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,AT,Austria,2024,74,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2008,3,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2009,22,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2010,15,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2011,17,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2012,16,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2013,30,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2014,51,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2015,54,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2016,85,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2017,86,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2018,53,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2019,56,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2020,66,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2021,106,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2022,179,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2023,200,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2024,299,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,BE,Belgium,2025,192,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2012,10,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2013,33,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2014,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2015,59,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2016,65,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2017,65,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2018,40,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2020,42,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2021,41,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2022,65,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2023,85,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2024,72,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2008,10,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2009,7,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2010,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2011,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2012,12,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2013,6,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2014,3,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2015,14,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2016,26,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2017,27,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2018,83,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2019,145,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2020,41,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2021,36,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2022,92,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2023,73,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2024,42,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2008,45,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2009,28,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2010,30,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2011,38,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2012,74,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2013,110,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2014,126,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2015,57,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2016,772,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2017,1796,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2018,3549,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2019,4297,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2020,2564,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2021,2172,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2022,5003,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2023,5485,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,DE,Germany,2024,3939,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2008,13076,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2009,13942,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2010,7750,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2011,3893,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2012,183,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2013,201,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2014,586,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2015,519,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2016,1414,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2017,1157,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2018,1635,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2019,1913,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2020,821,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2021,874,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2022,3082,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2023,2839,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EL,Greece,2024,7213,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2008,20,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2009,18,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2010,12,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2011,17,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2012,22,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2013,18,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2014,17,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2015,19,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2016,22,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2017,25,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2018,43,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2019,36,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2020,59,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2021,68,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2022,96,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2023,82,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,ES,Spain,2024,82,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2013,3861,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2014,3209,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2015,2218,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2016,4138,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2017,5572,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2018,9881,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2019,12918,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2020,7740,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2021,13449,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2022,21059,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2023,18135,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2024,18965,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2013,3908,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2014,3257,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2015,2266,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2016,4171,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2017,5618,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2018,9929,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2019,12669,True,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2008,31,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2009,21,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2010,20,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2011,23,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2012,17,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2013,53,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2014,48,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2015,69,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2016,111,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2017,142,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2018,184,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2019,241,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2020,220,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2021,325,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2022,430,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2023,582,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,FR,France,2024,557,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2013,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2014,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2015,4,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2016,5,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2017,290,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2018,1072,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2019,2194,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2020,1676,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2021,1755,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2022,1924,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2023,1749,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,HR,Croatia,2024,1440,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2008,25151,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2009,12772,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2010,21341,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2011,6222,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2012,3465,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2013,3257,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2014,2187,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2015,1151,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2016,1218,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2017,1198,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2018,1675,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2019,1481,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2020,904,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2021,5793,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2022,5791,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2023,3216,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,IT,Italy,2024,3048,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2013,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2014,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2015,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2016,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2017,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2018,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2019,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2020,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2021,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2022,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2023,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2024,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2008,11,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2009,6,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2010,7,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2011,4,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2012,10,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2013,12,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2014,15,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2015,16,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2016,20,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2017,34,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2018,34,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2019,46,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2020,23,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2021,51,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2022,118,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2023,64,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2024,62,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2008,12,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2009,8,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2010,5,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2011,2,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2012,2,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2013,7,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2014,12,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2015,13,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2016,20,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2017,48,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2018,113,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2019,81,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2020,103,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2021,182,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2022,465,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2023,722,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PL,Poland,2024,392,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2008,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2009,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2010,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2011,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2012,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2013,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2014,3,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2015,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2016,2,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2017,3,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2018,4,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2019,4,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2020,6,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2021,0,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2022,13,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2023,16,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,PT,Portugal,2024,6,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2008,8,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2009,1,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2010,2,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2011,33,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2012,9,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2013,2,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2014,3,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2015,5,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2016,8,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2017,3,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2018,19,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2019,97,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2020,86,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2021,84,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2022,86,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2023,44,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,RO,Romania,2024,37,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2008,44,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2009,43,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2010,25,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2011,33,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2012,30,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2013,29,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2014,41,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2015,134,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2016,228,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2017,377,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2018,543,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2019,539,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2020,339,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2021,281,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2022,411,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2023,303,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,SE,Sweden,2024,191,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2008,87,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2009,60,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2010,38,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2011,25,False,False
EMP,Employment reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2012,31,False,False
